ID_PROJETO	NUM_PROCESSO	TITULO	CLASSIFICACAO	AVALIACAO	DT_REGISTRO	DT_INICIAL	DT_CONCLUSAO	VL_PREVISTO	DT_ULTIMA_AVAL	SITUACAO	RESPONSAVEL	NOME	DEPTO	NOME_DEPTO	PALAVRAS_CHAVES	FUNDACAO_APOIO	SUPERVISOR_FINANCEIRO	EVENTO	TIPO_PUBLICO_ALVO	PUBLICO_ALVO	PUBLICO_ENVOLVIDO	CENTRO	PAGA_BOLSA										
25609	22195	Instrumento de polÌtica p˙blica ICMS EcolÛgico: informaÁıes aos gestores p˙blicos municipais da Quarta ColÙnica de ImigraÁ„o Italiana do Rio Grande do Sul	Extens„o	Avaliado	26/03/2008	01/05/2008	31/12/2008	2800	15/12/2008	ConcluÌdo/Publicado	6382903 - MARIVANE VESTENA ROSSATO	MARIVANE VESTENA ROSSATO	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Especializado			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
23870	20745	PROPOSTA DE FORMA«√O DO CUSTO DO BEZERRO NA PECU¡RIA EXTENSIVA: UM ESTUDO DE CASO.	Extens„o	Avaliado	28/05/2007	02/05/2007	31/12/2007	840	09/06/2010	ConcluÌdo/Publicado	2276806 - OTILIA DENISE JESUS RIBEIRO	OTILIA DENISE JESUS RIBEIRO	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
19012	16540	REVISTA ELETR‘NICA DE CONTABILIDADE	Extens„o	Avaliado	24/08/2004	01/07/2004	31/12/2012		09/04/2013	ConcluÌdo/Publicado	2447492 - ROBSON MACHADO DA ROSA	ROBSON MACHADO DA ROSA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
21782	18940	GEST√O FINANCEIRA DE MICRO E PEQUENAS EMPRESAS: UM ESTUDO DE CASO	Extens„o	Avaliado	04/05/2006	04/05/2006	21/12/2007		18/01/2008	ConcluÌdo/Publicado	6378836 - SELIA GRABNER	SELIA GRABNER	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
2056	1843	PROJETO DE APOIO AS ASSOCIACOES COMUNITARIAS QUE COMPOEM O PROJETO ESPERANCA.	Extens„o	N„o avaliado no ano corrente	01/01/1993	01/01/1992	28/12/2011	0	28/12/2010	Em andamento	6378836 - SELIA GRABNER	SELIA GRABNER	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	16885	2	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
6850	6339	SERVIùO DE CONSULTORIA A SER PRESTADO A EMPRESA SILVIA REJANE COLVERO SILVA - ME	Extens„o	Avaliado	06/05/1998	20/11/1997	31/12/1997	0		ConcluÌdo/Publicado	6378836 - SELIA GRABNER	SELIA GRABNER	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
7489	6961	SERVICO DE ASSESSORIA A IMPRENSA UNIVERSITARIA DA UFSM	Extens„o	Avaliado	05/08/1998	15/07/1998	31/12/1998	0		ConcluÌdo/Publicado	6378836 - SELIA GRABNER	SELIA GRABNER	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	1500	3	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
25640	22220	ADEQUA«√O DE SISTEMA DE CUSTEIO EM IND⁄STRIAS METAL⁄RGICAS	Extens„o	Avaliado	27/03/2008	01/04/2008	30/12/2010		30/07/2010	ConcluÌdo/Publicado	2042966 - SERGIO ROSSI MADRUGA	SERGIO ROSSI MADRUGA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Especializado			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
23861	20736	ANALISE E IMPLANTA«√O DE GERENCIAMENTO DE ESTOQUES NA REDE PNEUS	Extens„o	Avaliado	28/05/2007	01/05/2007	31/12/2007	1350	25/01/2008	ConcluÌdo/Publicado	2042966 - SERGIO ROSSI MADRUGA	SERGIO ROSSI MADRUGA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
23826	20702	AN¡LISE E IMPLANTA«√O DOS MECANISMOS DE LOGÕSTICA DE AQUISI«√O E DISTRIBUI«√O EM MICRO E PEQUENAS EMPRESAS	Extens„o	Avaliado	25/05/2007	01/05/2007	31/12/2007	2380	25/01/2008	ConcluÌdo/Publicado	2042966 - SERGIO ROSSI MADRUGA	SERGIO ROSSI MADRUGA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
19977	17423	APLICA«√O DE CUSTEIO EM SISTEMA PRODUTIVO POR ENCOMENDAS EM MICRO EMPRESA	Extens„o	Avaliado	29/04/2005	01/05/2005	31/12/2005	880	10/12/2008	ConcluÌdo/Publicado	2042966 - SERGIO ROSSI MADRUGA	SERGIO ROSSI MADRUGA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
17367	14864	APURA«AO DO CUSTO DA PRODU«AO EM COZINHA INDUSTRIAL NO RESTAURANTE NO SEST - SENAT.	Extens„o	Avaliado	16/06/2003	16/06/2003	31/12/2003		28/04/2004	ConcluÌdo/Publicado	2042966 - SERGIO ROSSI MADRUGA	SERGIO ROSSI MADRUGA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
23139	20121	ASSIST NCIA CONT¡BIL GRATUITA	Extens„o	N„o avaliado no ano corrente	20/03/2007	20/03/2007	31/07/2008			Em tr‚mite para registro	2042966 - SERGIO ROSSI MADRUGA	SERGIO ROSSI MADRUGA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
18014	15562	PROGRAMA DE CONSULTORIA TECNOL”GICA ¿S MICROS E EMPRESAS DE PEQUENO PORTE E EMPREEMDEDORES DO RIO GRANDE DO SUL	Extens„o	Avaliado	25/03/2004	25/03/2004	30/12/2008		09/06/2010	ConcluÌdo/Publicado	2042966 - SERGIO ROSSI MADRUGA	SERGIO ROSSI MADRUGA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
17805	15357	PROGRAMA DE DIAGN”STICOS EMPRESARIAIS NAS MICRO E EMPRESAS DE PEQUENO PORTE DA REGI√O CENTRAL DO RIO GRANDE DO SUL	Extens„o	Avaliado fora do prazo	23/01/2004	23/01/2004	31/12/2005	150000	04/03/2010	ConcluÌdo/Publicado	2042966 - SERGIO ROSSI MADRUGA	SERGIO ROSSI MADRUGA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	250000	8	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
22324	19423	DEFINI«√O DE METODOLOGIA PARA REESTRUTURA«√O ADMINISTRATIVO-ORGANIZACIONAL DE INSTITUTOS DE PREVID NCIA DOS ESTADOS DO BRASIL	Extens„o	Avaliado	17/07/2006	18/07/2006	30/03/2007		22/01/2008	ConcluÌdo/Publicado	379015 - TANIA MOURA DA SILVA	TANIA MOURA DA SILVA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
22407	19499	DEFINI«√O DE METODOLOGIA PARA REESTRUTURA«√O ADMINISTRATIVO-ORGANIZACIONAL DE INSTITUTOS DE PREVID NCIA DOS ESTADOS DO BRASIL	Extens„o	N„o avaliado no ano corrente	11/08/2006	18/07/2006	18/01/2007			Em tr‚mite para registro	379015 - TANIA MOURA DA SILVA	TANIA MOURA DA SILVA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
26956	23354	GERENCIAMENTO ECONOMICO E FINANCEIRO EM UMA REDE DE COOPERA«√O DE POSTOS DE COMBUSTÕVEIS	Extens„o	Avaliado	30/09/2008	30/09/2008	31/12/2009		28/04/2010	ConcluÌdo/Publicado	379015 - TANIA MOURA DA SILVA	TANIA MOURA DA SILVA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
18063	15608	LEI DE RESPONSABILIDADE FISCAL: REORGANIZA«√O DO CONTROLE INTERNO DAS PREFEITURAS	Extens„o	Avaliado	12/04/2004	01/05/2004	01/06/2005		21/02/2006	Cancelado	379015 - TANIA MOURA DA SILVA	TANIA MOURA DA SILVA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
7495	6966	SEMINARIO SOBRE O MERCOSUL E O EXERCICIO PROFISSIONAL PARA PROFISSIONAIS DA CONTABILIDADE DA REGIAO	Extens„o	Avaliado	07/08/1998	22/05/1998	22/05/1998	0		ConcluÌdo/Publicado	379015 - TANIA MOURA DA SILVA	TANIA MOURA DA SILVA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	250	2	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
7758	7237	TREINAMENTO DE PERICIA CONTABIL	Extens„o	Avaliado	30/11/1998	13/10/1998	11/01/1999	0		ConcluÌdo/Publicado	379015 - TANIA MOURA DA SILVA	TANIA MOURA DA SILVA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	20	3	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
15682	11318	TREINAMENTO EM PERICIA	Extens„o	Avaliado	20/06/1999	02/05/2001	15/07/2001	0	12/05/2004	ConcluÌdo/Publicado	379015 - TANIA MOURA DA SILVA	TANIA MOURA DA SILVA	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
6401	5890	ATIVIDADE CONJUNTA DOS DEPARTAMENTOS DE ADMINISTRACAO	 CONTABILIDADE E ECONOMIA	 PARA A PRECIACAO PELO COLEGIADO DO DEPARTA	Extens„o	Avaliado fora do prazo	09/12/1997	01/09/1997	31/12/1998	0	12/11/2004	ConcluÌdo/Publicado	7379949 - VALDEMAR SPERONI	VALDEMAR SPERONI	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	20	3	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa					
6260	5746	CONSULTORIA A SESU-MEC NO ESTUDO DO CUSTO DO ALUNO DAS IFES-1995	Extens„o	Avaliado	11/09/1997	01/07/1997	31/12/1998	0		ConcluÌdo/Publicado	7379949 - VALDEMAR SPERONI	VALDEMAR SPERONI	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	25	2	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
4863	4476	O CUSTO DA PRESTACAO DE SERVICOS DO LABORATORIO DE RESTAURACAO DA BIBLIO- TECA CENTRAL DA UFSM.	Extens„o	Avaliado	19/09/1996	27/05/1996	31/12/1997	0		ConcluÌdo/Publicado	7379949 - VALDEMAR SPERONI	VALDEMAR SPERONI	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
5092	4687	PROGRAMA DE PRESTACAO DE SERVICOS DE ASSESSORIA E CONSULTORIA EM CONTABILIDADE.	Extens„o	Avaliado	29/11/1996	01/09/1996	31/12/1998	0		ConcluÌdo/Publicado	7379949 - VALDEMAR SPERONI	VALDEMAR SPERONI	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	3	0	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
6851	6340	SERVIùO DE CONSULTORIA A SER PRESTADO AO SISTEMA DE PREVIDENCIA MUNICIPAL DE SANTANA DO LIVRAMENTO	Extens„o	Avaliado	06/05/1998	20/06/1997	21/10/1997	0		ConcluÌdo/Publicado	7379949 - VALDEMAR SPERONI	VALDEMAR SPERONI	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
6849	6338	SERVIùO DE COSULTORIA A SER PRESTADO AO CONSELHO MUNICIPAL DE SAUDE DE SANTA MARIA	Extens„o	Avaliado	06/05/1998	10/09/1997	31/10/1997	0		ConcluÌdo/Publicado	7379949 - VALDEMAR SPERONI	VALDEMAR SPERONI	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
6400	5889	SERVICO DE CONSULTORIA A SER PRESTADO PARA EMPRESA ENG COMERCIO DE CALCA- DOS LTDA	Extens„o	Avaliado	09/12/1997	01/08/1997	31/12/1998	0		ConcluÌdo/Publicado	7379949 - VALDEMAR SPERONI	VALDEMAR SPERONI	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	20	3	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
21884	19029	AN¡LISE DE VIABILIDADE ECON‘MICA DOS CUSTOS NA USINA MUNICIPAL DE ASFALTO DE SANTA MARIA	Extens„o	Avaliado	18/05/2006	18/05/2006	31/12/2007	1500	09/06/2010	ConcluÌdo/Publicado	382101 - WANDERLEI JOSE GHILARDI	WANDERLEI JOSE GHILARDI	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
23648	20545	IMPLANTA«√O E OPERACIONALIZA«√O DE UM SISTEMA DE INFORMA«’ES GERENCIAIS EM UMA ENTIDADE SEM FINS LUCRATIVOS	Extens„o	Avaliado	18/05/2007	01/05/2007	31/12/2007	2300	18/01/2008	ConcluÌdo/Publicado	382101 - WANDERLEI JOSE GHILARDI	WANDERLEI JOSE GHILARDI	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
25748	22311	Desenvolvendo aÁıes sustent·veis: o caso da  AssociaÁ„o Tradicionalista Est‚ncia do Minuano	Extens„o	Avaliado	31/03/2008	01/04/2008	31/12/2012		05/04/2013	ConcluÌdo/Publicado	382101 - WANDERLEI JOSE GHILARDI	WANDERLEI JOSE GHILARDI	06.33.00.00.0.0	DEPTO. DE CI NCIAS CONT¡BEIS - CTB		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	Paga bolsa de IniciaÁ„o CientÌfica							
10213	9651	A ATUACAO	 APLICACAO E INFLUENCIA DO ECA NA VIDA DOS JOVENS SANTAMARIENSES	Extens„o	Avaliado	25/07/1999	01/05/2000	31/12/2000	0		ConcluÌdo/Publicado	1096910 - ALFEU FELICIANO BISAQUE PEREIRA	ALFEU FELICIANO BISAQUE PEREIRA	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa						
19886	17365	OrientaÁıes e Consultas JurÌdicas para a Comunidade	Extens„o	N„o avaliado no ano corrente	27/04/2005	01/05/2005	31/12/2005	2000		Indeferido	1108073 - BERNADETE SCHLEDER DOS SANTOS	BERNADETE SCHLEDER DOS SANTOS	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	3000	6	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
22040	19172	Semin·rio Internacional AÁıes Afirmativas e EducaÁ„o Superior na AmÈrica Latina	Extens„o	N„o avaliado no ano corrente	01/06/2006	01/06/2006	15/01/2007	7680		Em andamento	382499 - DEISY DE FREITAS LIMA VENTURA	DEISY DE FREITAS LIMA VENTURA	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
24524	21308	CAPELA BRANCA	Extens„o	Avaliado	29/08/2007	08/04/2007	08/09/2008	789	6	16/12/2010	Cancelado	2111744 - ISABEL CHRISTINE SILVA DE GREGORI	ISABEL CHRISTINE SILVA DE GREGORI	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa						
27259	23617	Melhor idade: conhecendo o Estatuto do Idoso																															
	Extens„o	Avaliado	20/11/2008	06/10/2008	17/12/2011	480	23/01/2012	ConcluÌdo/Publicado	2111744 - ISABEL CHRISTINE SILVA DE GREGORI	ISABEL CHRISTINE SILVA DE GREGORI	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	3™ idade			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa									
25936	22481	PRODU«√O CIENTÕFICA: ESTUDO DAS MONOGRAFIAS DE CONCLUS√O DO CURSO DE GRADUA«√O EM DIREITO DA UFSM																															
																																	
	Extens„o	N„o avaliado no ano corrente	04/04/2008	05/04/2008	05/12/2008	1800		Em tr‚mite para registro	2111744 - ISABEL CHRISTINE SILVA DE GREGORI	ISABEL CHRISTINE SILVA DE GREGORI	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	3∫ grau			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa									
2243	2011	"ACAO PARA O DESENVOLVIMENTO SUSTENTAVEL DA REGIAO CENTRO- -OESTE DO RIO GRANDE DO SUL- ""ADESUL""."	Extens„o	Avaliado fora do prazo	01/01/1993	01/08/1993	30/09/1996	0	12/11/2004	ConcluÌdo/Publicado	382842 - JALUSA PRESTES ABAIDE	JALUSA PRESTES ABAIDE	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
10771	10114	FORMACAO DE BANCO DE DADOS PARA SUBSIDIAR POLITICAS PUBLICAS E LEGISLACAO DE PRESERVACAO E DIFISAO DO PATRIMONIO CULTURAL D	Extens„o	Avaliado	27/09/1999	01/12/2000	30/10/2002	0		Cancelado	382842 - JALUSA PRESTES ABAIDE	JALUSA PRESTES ABAIDE	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
24767	21507	VI SEMANA ACAD MICA DO DIREITO/UFSM - UMA NOVA GRAM¡TICA PARA O DIREITO: RISCO E COMPLEXIDADE																															
	Extens„o	Avaliado	17/10/2007	01/05/2007	31/01/2008	13800	22/01/2008	ConcluÌdo/Publicado	382102 - JANIA MARIA LOPES SALDANHA	JANIA MARIA LOPES SALDANHA	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o	382102 - JANIA MARIA LOPES SALDANHA	N„o se aplica	Geral	350	25	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa									
22039	19171	"CriaÁ„o e manutenÁ„o do website ""Afirme"""	Extens„o	Avaliado	01/06/2006	01/06/2006	31/12/2007	600	20/06/2008	ConcluÌdo/Publicado	382102 - JANIA MARIA LOPES SALDANHA	JANIA MARIA LOPES SALDANHA	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
23211	20182	CRIA«√O E MANUTEN«√O DE BOLETIM INFORMATIVO BIMESTRAL - AM…RICA LATINA INTERATIVA -	Extens„o	Avaliado	12/04/2007	02/04/2007	30/04/2008	1550	20/06/2008	ConcluÌdo/Publicado	382102 - JANIA MARIA LOPES SALDANHA	JANIA MARIA LOPES SALDANHA	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	500	5	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
15527	9618	O JUIZADO ESPECIAL CIVEL EM FUNCIONAMENTO NA UFSM	Extens„o	Avaliado fora do prazo	13/07/1999	01/07/2000	31/12/2000	0	12/11/2004	ConcluÌdo/Publicado	382102 - JANIA MARIA LOPES SALDANHA	JANIA MARIA LOPES SALDANHA	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
15515	9512	"PALESTRA ""DIREITO E HERMENEUTICA"""	Extens„o	Avaliado fora do prazo	30/05/1999	12/05/2000	12/05/2000	0	12/11/2004	ConcluÌdo/Publicado	382102 - JANIA MARIA LOPES SALDANHA	JANIA MARIA LOPES SALDANHA	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
15521	9558	PROJETO PARA CRIACAO DE UM CADERNO DE DIREITO PROCESSUAL CIVIL	Extens„o	Avaliado fora do prazo	13/06/1999	01/06/2000	31/12/2000	0	12/11/2004	ConcluÌdo/Publicado	382102 - JANIA MARIA LOPES SALDANHA	JANIA MARIA LOPES SALDANHA	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
14266	13658	DA ORIENTACAO A COMUNIDADE FEMININA SANTA-MARIENSE	Extens„o	Avaliado	03/12/1999	01/11/2002	31/12/2002	0		Cancelado	2228237 - JOELIRIA VEY DE CASTRO	JOELIRIA VEY DE CASTRO	06.34.00.00.0.0	DEPTO. DIREITO		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	06.00.00.00.0.0 - CENTRO DE CI NCIAS SOCIAIS E HUMANAS - CCSH	N„o paga nenhum tipo de bolsa							
